fold_id,role,episode_index,heldout_task_id,heldout_task_index
loco_v1_fold_02_task_04,train,31,4,4
loco_v1_fold_02_task_04,train,32,4,4
loco_v1_fold_02_task_04,train,33,4,4
loco_v1_fold_02_task_04,train,34,4,4
loco_v1_fold_02_task_04,train,35,4,4
loco_v1_fold_02_task_04,train,36,4,4
loco_v1_fold_02_task_04,train,37,4,4
loco_v1_fold_02_task_04,train,38,4,4
loco_v1_fold_02_task_04,train,39,4,4
loco_v1_fold_02_task_04,train,40,4,4
loco_v1_fold_02_task_04,train,41,4,4
loco_v1_fold_02_task_04,train,42,4,4
loco_v1_fold_02_task_04,train,43,4,4
loco_v1_fold_02_task_04,train,44,4,4
loco_v1_fold_02_task_04,train,45,4,4
loco_v1_fold_02_task_04,train,46,4,4
loco_v1_fold_02_task_04,train,47,4,4
loco_v1_fold_02_task_04,train,48,4,4
loco_v1_fold_02_task_04,train,49,4,4
loco_v1_fold_02_task_04,train,50,4,4
loco_v1_fold_02_task_04,train,51,4,4
loco_v1_fold_02_task_04,train,52,4,4
loco_v1_fold_02_task_04,train,53,4,4
loco_v1_fold_02_task_04,train,54,4,4
loco_v1_fold_02_task_04,train,55,4,4
loco_v1_fold_02_task_04,train,56,4,4
loco_v1_fold_02_task_04,train,57,4,4
loco_v1_fold_02_task_04,train,58,4,4
loco_v1_fold_02_task_04,train,59,4,4
loco_v1_fold_02_task_04,train,60,4,4
loco_v1_fold_02_task_04,train,61,4,4
loco_v1_fold_02_task_04,train,62,4,4
loco_v1_fold_02_task_04,train,63,4,4
loco_v1_fold_02_task_04,train,64,4,4
loco_v1_fold_02_task_04,train,65,4,4
loco_v1_fold_02_task_04,train,66,4,4
loco_v1_fold_02_task_04,train,67,4,4
loco_v1_fold_02_task_04,train,68,4,4
loco_v1_fold_02_task_04,train,69,4,4
loco_v1_fold_02_task_04,train,70,4,4
loco_v1_fold_02_task_04,train,71,4,4
loco_v1_fold_02_task_04,train,72,4,4
loco_v1_fold_02_task_04,train,73,4,4
loco_v1_fold_02_task_04,train,74,4,4
loco_v1_fold_02_task_04,train,75,4,4
loco_v1_fold_02_task_04,train,76,4,4
loco_v1_fold_02_task_04,train,77,4,4
loco_v1_fold_02_task_04,train,78,4,4
loco_v1_fold_02_task_04,train,79,4,4
loco_v1_fold_02_task_04,train,80,4,4
loco_v1_fold_02_task_04,train,81,4,4
loco_v1_fold_02_task_04,train,82,4,4
loco_v1_fold_02_task_04,train,83,4,4
loco_v1_fold_02_task_04,train,84,4,4
loco_v1_fold_02_task_04,train,85,4,4
loco_v1_fold_02_task_04,train,86,4,4
loco_v1_fold_02_task_04,train,87,4,4
loco_v1_fold_02_task_04,train,88,4,4
loco_v1_fold_02_task_04,train,89,4,4
loco_v1_fold_02_task_04,train,90,4,4
loco_v1_fold_02_task_04,train,91,4,4
loco_v1_fold_02_task_04,train,92,4,4
loco_v1_fold_02_task_04,train,93,4,4
loco_v1_fold_02_task_04,train,94,4,4
loco_v1_fold_02_task_04,train,95,4,4
loco_v1_fold_02_task_04,train,96,4,4
loco_v1_fold_02_task_04,train,97,4,4
loco_v1_fold_02_task_04,train,98,4,4
loco_v1_fold_02_task_04,train,99,4,4
loco_v1_fold_02_task_04,train,100,4,4
loco_v1_fold_02_task_04,train,101,4,4
loco_v1_fold_02_task_04,train,102,4,4
loco_v1_fold_02_task_04,train,103,4,4
loco_v1_fold_02_task_04,train,104,4,4
loco_v1_fold_02_task_04,train,105,4,4
loco_v1_fold_02_task_04,train,106,4,4
loco_v1_fold_02_task_04,train,107,4,4
loco_v1_fold_02_task_04,train,108,4,4
loco_v1_fold_02_task_04,train,109,4,4
loco_v1_fold_02_task_04,train,110,4,4
loco_v1_fold_02_task_04,train,111,4,4
loco_v1_fold_02_task_04,train,112,4,4
loco_v1_fold_02_task_04,train,113,4,4
loco_v1_fold_02_task_04,train,114,4,4
loco_v1_fold_02_task_04,train,115,4,4
loco_v1_fold_02_task_04,train,116,4,4
loco_v1_fold_02_task_04,train,117,4,4
loco_v1_fold_02_task_04,train,118,4,4
loco_v1_fold_02_task_04,train,119,4,4
loco_v1_fold_02_task_04,train,120,4,4
loco_v1_fold_02_task_04,train,121,4,4
loco_v1_fold_02_task_04,train,122,4,4
loco_v1_fold_02_task_04,train,123,4,4
loco_v1_fold_02_task_04,train,124,4,4
loco_v1_fold_02_task_04,train,125,4,4
loco_v1_fold_02_task_04,train,126,4,4
loco_v1_fold_02_task_04,train,127,4,4
loco_v1_fold_02_task_04,train,128,4,4
loco_v1_fold_02_task_04,train,129,4,4
loco_v1_fold_02_task_04,train,130,4,4
loco_v1_fold_02_task_04,train,131,4,4
loco_v1_fold_02_task_04,train,132,4,4
loco_v1_fold_02_task_04,train,133,4,4
loco_v1_fold_02_task_04,train,134,4,4
loco_v1_fold_02_task_04,train,135,4,4
loco_v1_fold_02_task_04,train,136,4,4
loco_v1_fold_02_task_04,train,137,4,4
loco_v1_fold_02_task_04,train,138,4,4
loco_v1_fold_02_task_04,train,139,4,4
loco_v1_fold_02_task_04,train,140,4,4
loco_v1_fold_02_task_04,train,141,4,4
loco_v1_fold_02_task_04,train,142,4,4
loco_v1_fold_02_task_04,train,143,4,4
loco_v1_fold_02_task_04,train,144,4,4
loco_v1_fold_02_task_04,train,145,4,4
loco_v1_fold_02_task_04,train,146,4,4
loco_v1_fold_02_task_04,train,147,4,4
loco_v1_fold_02_task_04,train,148,4,4
loco_v1_fold_02_task_04,train,149,4,4
loco_v1_fold_02_task_04,train,150,4,4
loco_v1_fold_02_task_04,train,151,4,4
loco_v1_fold_02_task_04,train,152,4,4
loco_v1_fold_02_task_04,train,153,4,4
loco_v1_fold_02_task_04,train,154,4,4
loco_v1_fold_02_task_04,train,155,4,4
loco_v1_fold_02_task_04,train,156,4,4
loco_v1_fold_02_task_04,train,157,4,4
loco_v1_fold_02_task_04,train,158,4,4
loco_v1_fold_02_task_04,train,159,4,4
loco_v1_fold_02_task_04,heldout,20,4,4
loco_v1_fold_02_task_04,heldout,21,4,4
loco_v1_fold_02_task_04,heldout,22,4,4
loco_v1_fold_02_task_04,heldout,23,4,4
loco_v1_fold_02_task_04,heldout,24,4,4
loco_v1_fold_03_task_11,train,0,11,11
loco_v1_fold_03_task_11,train,1,11,11
loco_v1_fold_03_task_11,train,2,11,11
loco_v1_fold_03_task_11,train,3,11,11
loco_v1_fold_03_task_11,train,4,11,11
loco_v1_fold_03_task_11,train,5,11,11
loco_v1_fold_03_task_11,train,6,11,11
loco_v1_fold_03_task_11,train,7,11,11
loco_v1_fold_03_task_11,train,8,11,11
loco_v1_fold_03_task_11,train,9,11,11
loco_v1_fold_03_task_11,train,10,11,11
loco_v1_fold_03_task_11,train,11,11,11
loco_v1_fold_03_task_11,train,12,11,11
loco_v1_fold_03_task_11,train,13,11,11
loco_v1_fold_03_task_11,train,14,11,11
loco_v1_fold_03_task_11,train,15,11,11
loco_v1_fold_03_task_11,train,16,11,11
loco_v1_fold_03_task_11,train,17,11,11
loco_v1_fold_03_task_11,train,18,11,11
loco_v1_fold_03_task_11,train,19,11,11
loco_v1_fold_03_task_11,train,20,11,11
loco_v1_fold_03_task_11,train,21,11,11
loco_v1_fold_03_task_11,train,22,11,11
loco_v1_fold_03_task_11,train,23,11,11
loco_v1_fold_03_task_11,train,24,11,11
loco_v1_fold_03_task_11,train,25,11,11
loco_v1_fold_03_task_11,train,26,11,11
loco_v1_fold_03_task_11,train,27,11,11
loco_v1_fold_03_task_11,train,28,11,11
loco_v1_fold_03_task_11,train,29,11,11
loco_v1_fold_03_task_11,train,30,11,11
loco_v1_fold_03_task_11,train,31,11,11
loco_v1_fold_03_task_11,train,32,11,11
loco_v1_fold_03_task_11,train,33,11,11
loco_v1_fold_03_task_11,train,34,11,11
loco_v1_fold_03_task_11,train,35,11,11
loco_v1_fold_03_task_11,train,36,11,11
loco_v1_fold_03_task_11,train,37,11,11
loco_v1_fold_03_task_11,train,38,11,11
loco_v1_fold_03_task_11,train,39,11,11
loco_v1_fold_03_task_11,train,40,11,11
loco_v1_fold_03_task_11,train,41,11,11
loco_v1_fold_03_task_11,train,42,11,11
loco_v1_fold_03_task_11,train,43,11,11
loco_v1_fold_03_task_11,train,44,11,11
loco_v1_fold_03_task_11,train,45,11,11
loco_v1_fold_03_task_11,train,46,11,11
loco_v1_fold_03_task_11,train,47,11,11
loco_v1_fold_03_task_11,train,48,11,11
loco_v1_fold_03_task_11,train,49,11,11
loco_v1_fold_03_task_11,train,50,11,11
loco_v1_fold_03_task_11,train,51,11,11
loco_v1_fold_03_task_11,train,52,11,11
loco_v1_fold_03_task_11,train,53,11,11
loco_v1_fold_03_task_11,train,54,11,11
loco_v1_fold_03_task_11,train,60,11,11
loco_v1_fold_03_task_11,train,61,11,11
loco_v1_fold_03_task_11,train,62,11,11
loco_v1_fold_03_task_11,train,63,11,11
loco_v1_fold_03_task_11,train,64,11,11
loco_v1_fold_03_task_11,train,65,11,11
loco_v1_fold_03_task_11,train,66,11,11
loco_v1_fold_03_task_11,train,67,11,11
loco_v1_fold_03_task_11,train,68,11,11
loco_v1_fold_03_task_11,train,69,11,11
loco_v1_fold_03_task_11,train,70,11,11
loco_v1_fold_03_task_11,train,71,11,11
loco_v1_fold_03_task_11,train,72,11,11
loco_v1_fold_03_task_11,train,73,11,11
loco_v1_fold_03_task_11,train,74,11,11
loco_v1_fold_03_task_11,train,75,11,11
loco_v1_fold_03_task_11,train,76,11,11
loco_v1_fold_03_task_11,train,77,11,11
loco_v1_fold_03_task_11,train,78,11,11
loco_v1_fold_03_task_11,train,79,11,11
loco_v1_fold_03_task_11,train,80,11,11
loco_v1_fold_03_task_11,train,81,11,11
loco_v1_fold_03_task_11,train,82,11,11
loco_v1_fold_03_task_11,train,83,11,11
loco_v1_fold_03_task_11,train,84,11,11
loco_v1_fold_03_task_11,train,85,11,11
loco_v1_fold_03_task_11,train,86,11,11
loco_v1_fold_03_task_11,train,87,11,11
loco_v1_fold_03_task_11,train,88,11,11
loco_v1_fold_03_task_11,train,89,11,11
loco_v1_fold_03_task_11,train,90,11,11
loco_v1_fold_03_task_11,train,91,11,11
loco_v1_fold_03_task_11,train,92,11,11
loco_v1_fold_03_task_11,train,93,11,11
loco_v1_fold_03_task_11,train,94,11,11
loco_v1_fold_03_task_11,train,95,11,11
loco_v1_fold_03_task_11,train,96,11,11
loco_v1_fold_03_task_11,train,97,11,11
loco_v1_fold_03_task_11,train,98,11,11
loco_v1_fold_03_task_11,train,99,11,11
loco_v1_fold_03_task_11,train,100,11,11
loco_v1_fold_03_task_11,train,101,11,11
loco_v1_fold_03_task_11,train,102,11,11
loco_v1_fold_03_task_11,train,103,11,11
loco_v1_fold_03_task_11,train,104,11,11
loco_v1_fold_03_task_11,train,105,11,11
loco_v1_fold_03_task_11,train,106,11,11
loco_v1_fold_03_task_11,train,107,11,11
loco_v1_fold_03_task_11,train,108,11,11
loco_v1_fold_03_task_11,train,109,11,11
loco_v1_fold_03_task_11,train,110,11,11
loco_v1_fold_03_task_11,train,111,11,11
loco_v1_fold_03_task_11,train,112,11,11
loco_v1_fold_03_task_11,train,113,11,11
loco_v1_fold_03_task_11,train,114,11,11
loco_v1_fold_03_task_11,train,115,11,11
loco_v1_fold_03_task_11,train,116,11,11
loco_v1_fold_03_task_11,train,117,11,11
loco_v1_fold_03_task_11,train,118,11,11
loco_v1_fold_03_task_11,train,119,11,11
loco_v1_fold_03_task_11,train,120,11,11
loco_v1_fold_03_task_11,train,121,11,11
loco_v1_fold_03_task_11,train,122,11,11
loco_v1_fold_03_task_11,train,123,11,11
loco_v1_fold_03_task_11,train,124,11,11
loco_v1_fold_03_task_11,train,125,11,11
loco_v1_fold_03_task_11,train,126,11,11
loco_v1_fold_03_task_11,train,127,11,11
loco_v1_fold_03_task_11,train,128,11,11
loco_v1_fold_03_task_11,train,129,11,11
loco_v1_fold_03_task_11,train,130,11,11
loco_v1_fold_03_task_11,train,131,11,11
loco_v1_fold_03_task_11,train,132,11,11
loco_v1_fold_03_task_11,train,133,11,11
loco_v1_fold_03_task_11,train,134,11,11
loco_v1_fold_03_task_11,train,135,11,11
loco_v1_fold_03_task_11,train,136,11,11
loco_v1_fold_03_task_11,train,137,11,11
loco_v1_fold_03_task_11,train,138,11,11
loco_v1_fold_03_task_11,train,139,11,11
loco_v1_fold_03_task_11,train,140,11,11
loco_v1_fold_03_task_11,train,141,11,11
loco_v1_fold_03_task_11,train,142,11,11
loco_v1_fold_03_task_11,train,143,11,11
loco_v1_fold_03_task_11,train,144,11,11
loco_v1_fold_03_task_11,train,145,11,11
loco_v1_fold_03_task_11,train,146,11,11
loco_v1_fold_03_task_11,train,147,11,11
loco_v1_fold_03_task_11,train,148,11,11
loco_v1_fold_03_task_11,train,149,11,11
loco_v1_fold_03_task_11,train,150,11,11
loco_v1_fold_03_task_11,train,151,11,11
loco_v1_fold_03_task_11,train,152,11,11
loco_v1_fold_03_task_11,train,153,11,11
loco_v1_fold_03_task_11,train,154,11,11
loco_v1_fold_03_task_11,train,155,11,11
loco_v1_fold_03_task_11,train,156,11,11
loco_v1_fold_03_task_11,train,157,11,11
loco_v1_fold_03_task_11,train,158,11,11
loco_v1_fold_03_task_11,train,159,11,11
loco_v1_fold_03_task_11,heldout,55,11,11
loco_v1_fold_03_task_11,heldout,56,11,11
loco_v1_fold_03_task_11,heldout,57,11,11
loco_v1_fold_03_task_11,heldout,58,11,11
loco_v1_fold_03_task_11,heldout,59,11,11
loco_v1_fold_04_task_16,train,0,16,15
loco_v1_fold_04_task_16,train,1,16,15
loco_v1_fold_04_task_16,train,2,16,15
loco_v1_fold_04_task_16,train,3,16,15
loco_v1_fold_04_task_16,train,4,16,15
loco_v1_fold_04_task_16,train,5,16,15
loco_v1_fold_04_task_16,train,6,16,15
loco_v1_fold_04_task_16,train,7,16,15
loco_v1_fold_04_task_16,train,8,16,15
loco_v1_fold_04_task_16,train,9,16,15
loco_v1_fold_04_task_16,train,10,16,15
loco_v1_fold_04_task_16,train,11,16,15
loco_v1_fold_04_task_16,train,12,16,15
loco_v1_fold_04_task_16,train,13,16,15
loco_v1_fold_04_task_16,train,14,16,15
loco_v1_fold_04_task_16,train,15,16,15
loco_v1_fold_04_task_16,train,16,16,15
loco_v1_fold_04_task_16,train,17,16,15
loco_v1_fold_04_task_16,train,18,16,15
loco_v1_fold_04_task_16,train,19,16,15
loco_v1_fold_04_task_16,train,20,16,15
loco_v1_fold_04_task_16,train,21,16,15
loco_v1_fold_04_task_16,train,22,16,15
loco_v1_fold_04_task_16,train,23,16,15
loco_v1_fold_04_task_16,train,24,16,15
loco_v1_fold_04_task_16,train,25,16,15
loco_v1_fold_04_task_16,train,26,16,15
loco_v1_fold_04_task_16,train,27,16,15
loco_v1_fold_04_task_16,train,28,16,15
loco_v1_fold_04_task_16,train,29,16,15
loco_v1_fold_04_task_16,train,30,16,15
loco_v1_fold_04_task_16,train,31,16,15
loco_v1_fold_04_task_16,train,32,16,15
loco_v1_fold_04_task_16,train,33,16,15
loco_v1_fold_04_task_16,train,34,16,15
loco_v1_fold_04_task_16,train,35,16,15
loco_v1_fold_04_task_16,train,36,16,15
loco_v1_fold_04_task_16,train,37,16,15
loco_v1_fold_04_task_16,train,38,16,15
loco_v1_fold_04_task_16,train,39,16,15
loco_v1_fold_04_task_16,train,40,16,15
loco_v1_fold_04_task_16,train,41,16,15
loco_v1_fold_04_task_16,train,42,16,15
loco_v1_fold_04_task_16,train,43,16,15
loco_v1_fold_04_task_16,train,44,16,15
loco_v1_fold_04_task_16,train,45,16,15
loco_v1_fold_04_task_16,train,46,16,15
loco_v1_fold_04_task_16,train,47,16,15
loco_v1_fold_04_task_16,train,48,16,15
loco_v1_fold_04_task_16,train,49,16,15
loco_v1_fold_04_task_16,train,50,16,15
loco_v1_fold_04_task_16,train,51,16,15
loco_v1_fold_04_task_16,train,52,16,15
loco_v1_fold_04_task_16,train,53,16,15
loco_v1_fold_04_task_16,train,54,16,15
loco_v1_fold_04_task_16,train,55,16,15
loco_v1_fold_04_task_16,train,56,16,15
loco_v1_fold_04_task_16,train,57,16,15
loco_v1_fold_04_task_16,train,58,16,15
loco_v1_fold_04_task_16,train,59,16,15
loco_v1_fold_04_task_16,train,60,16,15
loco_v1_fold_04_task_16,train,61,16,15
loco_v1_fold_04_task_16,train,62,16,15
loco_v1_fold_04_task_16,train,63,16,15
loco_v1_fold_04_task_16,train,64,16,15
loco_v1_fold_04_task_16,train,65,16,15
loco_v1_fold_04_task_16,train,66,16,15
loco_v1_fold_04_task_16,train,67,16,15
loco_v1_fold_04_task_16,train,68,16,15
loco_v1_fold_04_task_16,train,69,16,15
loco_v1_fold_04_task_16,train,70,16,15
loco_v1_fold_04_task_16,train,71,16,15
loco_v1_fold_04_task_16,train,72,16,15
loco_v1_fold_04_task_16,train,73,16,15
loco_v1_fold_04_task_16,train,74,16,15
loco_v1_fold_04_task_16,train,80,16,15
loco_v1_fold_04_task_16,train,81,16,15
loco_v1_fold_04_task_16,train,82,16,15
loco_v1_fold_04_task_16,train,83,16,15
loco_v1_fold_04_task_16,train,84,16,15
loco_v1_fold_04_task_16,train,85,16,15
loco_v1_fold_04_task_16,train,86,16,15
loco_v1_fold_04_task_16,train,87,16,15
loco_v1_fold_04_task_16,train,88,16,15
loco_v1_fold_04_task_16,train,89,16,15
loco_v1_fold_04_task_16,train,90,16,15
loco_v1_fold_04_task_16,train,91,16,15
loco_v1_fold_04_task_16,train,92,16,15
loco_v1_fold_04_task_16,train,93,16,15
loco_v1_fold_04_task_16,train,94,16,15
loco_v1_fold_04_task_16,train,95,16,15
loco_v1_fold_04_task_16,train,96,16,15
loco_v1_fold_04_task_16,train,97,16,15
loco_v1_fold_04_task_16,train,98,16,15
loco_v1_fold_04_task_16,train,99,16,15
loco_v1_fold_04_task_16,train,100,16,15
loco_v1_fold_04_task_16,train,101,16,15
loco_v1_fold_04_task_16,train,102,16,15
loco_v1_fold_04_task_16,train,103,16,15
loco_v1_fold_04_task_16,train,104,16,15
loco_v1_fold_04_task_16,train,105,16,15
loco_v1_fold_04_task_16,train,106,16,15
loco_v1_fold_04_task_16,train,107,16,15
loco_v1_fold_04_task_16,train,108,16,15
loco_v1_fold_04_task_16,train,109,16,15
loco_v1_fold_04_task_16,train,110,16,15
loco_v1_fold_04_task_16,train,111,16,15
loco_v1_fold_04_task_16,train,112,16,15
loco_v1_fold_04_task_16,train,113,16,15
loco_v1_fold_04_task_16,train,114,16,15
loco_v1_fold_04_task_16,train,115,16,15
loco_v1_fold_04_task_16,train,116,16,15
loco_v1_fold_04_task_16,train,117,16,15
loco_v1_fold_04_task_16,train,118,16,15
loco_v1_fold_04_task_16,train,119,16,15
loco_v1_fold_04_task_16,train,120,16,15
loco_v1_fold_04_task_16,train,121,16,15
loco_v1_fold_04_task_16,train,122,16,15
loco_v1_fold_04_task_16,train,123,16,15
loco_v1_fold_04_task_16,train,124,16,15
loco_v1_fold_04_task_16,train,125,16,15
loco_v1_fold_04_task_16,train,126,16,15
loco_v1_fold_04_task_16,train,127,16,15
loco_v1_fold_04_task_16,train,128,16,15
