init_source,init_index,state_label,bowl_key,ramekin_key,settle_steps_executed,done_after_settle,contact_initial,contact_step1,contact_settled,on_initial,on_step1,on_settled,initial_bowl_ramekin_xy_m,step1_bowl_ramekin_xy_m,settled_bowl_ramekin_xy_m,initial_bowl_above_ramekin_m,step1_bowl_above_ramekin_m,settled_bowl_above_ramekin_m,bowl_xy_move_step1_m,bowl_xyz_move_step1_m,bowl_xy_move_settled_m,bowl_xyz_move_settled_m,ramekin_xy_move_step1_m,ramekin_xy_move_settled_m,relative_xy_change_step1_m,relative_z_change_step1_m,relative_xy_change_settled_m,relative_z_change_settled_m,relative_xy_change_step1_to_settled_m,relative_z_change_step1_to_settled_m,agentview_mse_step1,agentview_mse_settled,wrist_mse_step1,wrist_mse_settled,unstable_step1,unstable_settled,initial_bowl_x_m,initial_bowl_y_m,initial_bowl_z_m,initial_ramekin_x_m,initial_ramekin_y_m,initial_ramekin_z_m,step1_bowl_x_m,step1_bowl_y_m,step1_bowl_z_m,step1_ramekin_x_m,step1_ramekin_y_m,step1_ramekin_z_m,settled_bowl_x_m,settled_bowl_y_m,settled_bowl_z_m,settled_ramekin_x_m,settled_ramekin_y_m,settled_ramekin_z_m
hdf5,10,demo_10,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379723929,0.01339719670810764,0.013198022613274308,0.05389836888161337,0.04430845013538054,0.034020898255727516,0.0024776011184399226,0.009731469621649063,0.003009399713656626,0.01996062199735723,1.5880366436511582e-06,1.5016739981037174e-05,0.0024776643734662086,-0.009589918746232828,0.0029985783047910106,-0.01987747062588585,0.0010096090047959233,-0.010287551879653023,0.00048307934775948524,0.0010883513605222106,0.004816564731299877,0.014808982610702515,True,True,-0.21840907660671607,0.20022354776646342,0.9530954330503689,-0.20714610064809902,0.20231816591027457,0.8991970641687556,-0.2205203637705259,0.20152007150863965,0.9436846417077143,-0.20714687754581038,0.20231678088669078,0.8993761915723337,-0.22035758726298138,0.20251697159536577,0.9333629739059839,-0.20716103908525493,0.2023196974372893,0.8993420756502564
hdf5,11,demo_11,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379782717,0.01339719670817956,0.013198022613313353,0.05389836888172861,0.04430845013549067,0.034020898255810006,0.0024776011184450245,0.009731469621664535,0.0030093997136751067,0.019960621997392396,1.5880366435513792e-06,1.5016739981005295e-05,0.002477664373471298,-0.009589918746237935,0.0029985783048092707,-0.019877470625918603,0.0010096090048521491,-0.010287551879680668,0.0005693957791663706,0.0008291793055832386,0.004868294578045607,0.013447404839098454,True,True,-0.21316379370163693,0.21114836029193587,0.9530954330504842,-0.2019008177429691,0.2132429784357956,0.8991970641687556,-0.21527508086546399,0.21244488403409378,0.9436846417078149,-0.20190159464068042,0.21324159341221188,0.8993761915723242,-0.21511230435789067,0.2134417841208723,0.9333629739060664,-0.20191575618012494,0.21324450996281083,0.8993420756502564
hdf5,12,demo_12,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379773101,0.013397196708167537,0.013198022613308658,0.053898368881730274,0.04430845013550333,0.03402089825580901,0.0024776011184462383,0.009731469621652606,0.00300939971366009,0.019960621997392763,1.5880366435378006e-06,1.5016739980739813e-05,0.002477664373472541,-0.009589918746226944,0.0029985783047944874,-0.019877470625921267,0.0010096090048218578,-0.010287551879694323,0.0005005471757613122,0.0007723883609287441,0.003674530191347003,0.013499920256435871,True,True,-0.21264207444780683,0.19178481251099616,0.9530954330504858,-0.20137909848914623,0.1938794306548421,0.8991970641687556,-0.21475336161163033,0.19308133625316218,0.9436846417078292,-0.2013798753868575,0.19387804563125838,0.8993761915723258,-0.21459058510406295,0.19407823633991086,0.9333629739060654,-0.2013940369263018,0.19388096218185716,0.8993420756502564
hdf5,13,demo_13,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379748218,0.013397196708133292,0.013198022613282642,0.05389836888166877,0.04430845013541951,0.034020898255746945,0.0024776011184343425,0.009731469621669975,0.0030093997136732774,0.019960621997395303,1.5880366436375796e-06,1.5016739981272214e-05,0.0024776643734606405,-0.00958991874624926,0.0029985783048075043,-0.019877470625921823,0.0010096090048452165,-0.010287551879672563,0.0005312926950864494,0.0010059658670797944,0.003403573529794812,0.010883145034313202,True,True,-0.2081632518941239,0.21170858781270815,0.9530954330504243,-0.19690027593548892,0.21380320595655575,0.8991970641687556,-0.21027453905793822,0.2130051115548664,0.9436846417077466,-0.19690105283320025,0.21380182093297195,0.8993761915723271,-0.21011176255037994,0.21400201164164023,0.9333629739060033,-0.19691521437264506,0.21380473748357062,0.8993420756502564
hdf5,14,demo_14,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379772345,0.013397196708171369,0.013198022613308437,0.05389836888170352,0.044308450135473354,0.034020898255798904,0.0024776011184512586,0.009731469621655815,0.0030093997136660384,0.019960621997377196,1.5880366435513792e-06,1.5016739980784408e-05,0.002477664373477538,-0.009589918746230164,0.0029985783048003087,-0.019877470625904614,0.001009609004827907,-0.01028755187967445,0.0004474291345104575,0.0008104014559648931,0.003847879357635975,0.009066370315849781,True,True,-0.20693932860639005,0.21218793878266357,0.9530954330504591,-0.1956763526477296,0.2142825569265061,0.8991970641687556,-0.2090506157702179,0.21348446252483208,0.9436846417078004,-0.1956771295454409,0.2142811719029224,0.8993761915723271,-0.20888783926264595,0.21448136261158626,0.9333629739060553,-0.1956912910848852,0.21428408845352134,0.8993420756502564
hdf5,15,demo_15,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379749226,0.013397196708140647,0.013198022613288661,0.05389836888163502,0.04430845013539486,0.03402089825575272,0.0024776011184431193,0.009731469621659649,0.0030093997136711593,0.01996062199735591,1.5880366436511582e-06,1.5016739981146921e-05,0.002477664373469396,-0.009589918746240156,0.00299857830480574,-0.0198774706258823,0.0010096090048332452,-0.010287551879642143,0.0005758471670560539,0.0008582985028624535,0.0035225171595811844,0.010081245563924313,True,True,-0.2157580666038203,0.19473278198991628,0.9530954330503906,-0.2044950906451821,0.19682740013375208,0.8991970641687556,-0.21786935376763997,0.19602930573208258,0.9436846417077258,-0.20449586754289345,0.19682601511016828,0.899376191572331,-0.21770657726007894,0.19702620581884336,0.9333629739060091,-0.20451002908233815,0.19682893166076654,0.8993420756502564
hdf5,16,demo_16,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379706628,0.013397196708074962,0.01319802261325457,0.05389836888160737,0.044308450135366995,0.03402089825570287,0.002477601118422562,0.009731469621652267,0.0030093997136538273,0.019960621997375246,1.588036643661787e-06,1.5016739981308318e-05,0.002477664373448885,-0.009589918746240378,0.0029985783047878733,-0.019877470625904503,0.001009609004798851,-0.010287551879664125,0.0006550024263560772,0.0014649819349870086,0.00478713633492589,0.01671517826616764,True,True,-0.2104475350142136,0.20471513957818532,0.9530954330503629,-0.19918455905561588,0.20680975772200588,0.8991970641687556,-0.21255882217800887,0.20601166332035206,0.9436846417077004,-0.1991853359533272,0.20680837269842206,0.8993761915723334,-0.21239604567047896,0.20700856340708396,0.9333629739059592,-0.19919949749277205,0.20681128924902084,0.8993420756502564
hdf5,17,demo_17,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379700421,0.01339719670805993,0.013198022613237647,0.053898368881619585,0.044308450135370325,0.03402089825569343,0.0024776011184096526,0.009731469621659824,0.003009399713650984,0.019960621997396222,1.5880366436753655e-06,1.5016739981677885e-05,0.002477664373435947,-0.00958991874624926,0.002998578304784922,-0.019877470625926152,0.0010096090048135754,-0.010287551879676893,0.0005241067265160382,0.0010187560692429543,0.0036615990102291107,0.013253322802484035,True,True,-0.22550727894979986,0.21022669826646403,0.9530954330503751,-0.21424430299121305,0.2123213164103093,0.8991970641687556,-0.2276185661135887,0.2115232220086166,0.9436846417077014,-0.2142450798889244,0.21231993138672547,0.8993761915723311,-0.22745578960605994,0.21252012209536342,0.9333629739059498,-0.2142592414283696,0.2123228479373241,0.8993420756502564
hdf5,18,demo_18,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379750718,0.013397196708138569,0.013198022613290792,0.053898368881689196,0.044308450135446154,0.03402089825575838,0.0024776011184407475,0.009731469621666452,0.0030093997136715536,0.019960621997404043,1.5880366435755863e-06,1.5016739981112908e-05,0.0024776643734670443,-0.009589918746243042,0.002998578304805631,-0.019877470625930815,0.001009609004830638,-0.010287551879687773,0.0005194473196752369,0.0012062593596056104,0.004212173167616129,0.017901143059134483,True,True,-0.2221414140495755,0.19720655781709848,0.9530954330504449,-0.21087843809093604,0.19930117596093572,0.8991970641687557,-0.22425270121339175,0.1985030815592658,0.9436846417077724,-0.21087921498864734,0.19929979093735198,0.8993761915723263,-0.22408992470583494,0.1994999816460254,0.9333629739060147,-0.21089337652809198,0.19930270748795093,0.8993420756502564
hdf5,19,demo_19,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.0114560923798007,0.013397196708210653,0.013198022613336515,0.05389836888176247,0.04430845013553608,0.03402089825584165,0.002477601118462468,0.009731469621658776,0.0030093997136743417,0.019960621997394474,1.5880366435513792e-06,1.5016739980642826e-05,0.002477664373488745,-0.009589918746226389,0.0029985783048089437,-0.019877470625920823,0.0010096090048379994,-0.010287551879694434,0.0004916831967420876,0.0009074860718101263,0.0032776982989162207,0.011157293803989887,True,True,-0.22358151699260817,0.20520892782532382,0.953095433050518,-0.2123185410339194,0.20730354596916922,0.8991970641687556,-0.2256928041564471,0.20650545156749572,0.9436846417078593,-0.2123193179316307,0.2073021609455855,0.8993761915723232,-0.2255300276488636,0.20750235165425782,0.933362973906098,-0.2123334794710749,0.20730507749618415,0.8993420756502564
hdf5,20,demo_20,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379771481,0.013397196708161294,0.01319802261330036,0.053898368881747705,0.04430845013550122,0.03402089825578447,0.0024776011184403793,0.009731469621675162,0.003009399713675399,0.019960621997437217,1.5880366436133723e-06,1.5016739981020886e-05,0.0024776643734666613,-0.009589918746246484,0.0029985783048098315,-0.019877470625963234,0.0010096090048512122,-0.01028755187971675,0.0005778971826657653,0.0014405777910724282,0.004947039298713207,0.01751684956252575,True,True,-0.21469600699294566,0.2117655314932001,0.9530954330505039,-0.20343303103428936,0.2138601496370603,0.8991970641687562,-0.21680729415676606,0.21306205523535998,0.9436846417078224,-0.2034338079320007,0.21385876461347653,0.8993761915723212,-0.21664451764919795,0.21405895532213814,0.9333629739060408,-0.20344796947144525,0.21386168116407514,0.8993420756502564
hdf5,21,demo_21,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379780519,0.013397196708172068,0.013198022613302194,0.053898368881747816,0.044308450135493005,0.034020898255789356,0.0024776011184377703,0.009731469621683517,0.003009399713684702,0.019960621997433682,1.5880366435755863e-06,1.5016739981229012e-05,0.0024776643734640553,-0.00958991874625481,0.0029985783048187544,-0.01987747062595846,0.0010096090048773902,-0.01028755187970365,0.0005279279430396855,0.0008532031788490713,0.003262997604906559,0.008014076389372349,True,True,-0.19894203193315582,0.21270845325284357,0.9530954330505038,-0.18767905597449347,0.21480307139672067,0.899197064168756,-0.20105331909697932,0.2140049769949934,0.943684641707813,-0.18767983287220477,0.21480168637313693,0.89937619157232,-0.2008905425894041,0.21500187708179724,0.9333629739060457,-0.18769399441164952,0.21480460292373593,0.8993420756502564
hdf5,22,demo_22,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379754828,0.013397196708140258,0.013198022613288478,0.05389836888168864,0.044308450135448485,0.034020898255770815,0.002477601118434716,0.009731469621661267,0.0030093997136653615,0.019960621997390158,1.5880366435755863e-06,1.5016739981098755e-05,0.002477664373461008,-0.009589918746240156,0.0029985783047995424,-0.019877470625917826,0.0010096090048354958,-0.01028755187967767,0.0006458910647779703,0.0018158135935664177,0.007296429481357336,0.022678637877106667,True,True,-0.20782699772243318,0.2029910577422698,0.9530954330504442,-0.1965640217637922,0.2050856758861213,0.8991970641687556,-0.2099382848862482,0.20428758148442763,0.9436846417077756,-0.1965647986615035,0.20508429086253757,0.8993761915723271,-0.20977550837868908,0.2052844815711916,0.9333629739060272,-0.19657896020094814,0.20508720741313638,0.8993420756502564
hdf5,23,demo_23,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379837085,0.013397196708253376,0.01319802261335267,0.05389836888184829,0.04430845013560425,0.03402089825587795,0.0024776011184613482,0.009731469621684797,0.0030093997136948925,0.019960621997446523,1.5880366435000147e-06,1.5016739980601063e-05,0.002477664373487644,-0.009589918746244042,0.0029985783048297335,-0.01987747062597034,0.0010096090048976767,-0.010287551879726298,0.0005740202032029629,0.0007484392262995243,0.0029865624383091927,0.01063308771699667,True,True,-0.2128444316135999,0.18534037234443893,0.9530954330506038,-0.20158145565488275,0.1874349904883308,0.8991970641687556,-0.2149557187774493,0.18663689608659165,0.9436846417079179,-0.201582232552594,0.1874336054647471,0.8993761915723136,-0.21479294226984322,0.18763379617341017,0.9333629739061343,-0.20159639409203822,0.18743652201534558,0.8993420756502564
hdf5,24,demo_24,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379795498,0.013397196708186326,0.013198022613313617,0.05389836888179955,0.04430845013554352,0.034020898255817555,0.0024776011184342926,0.00973146962168757,0.0030093997136897066,0.019960621997457483,1.5880366435000147e-06,1.5016739981221958e-05,0.0024776643734605915,-0.009589918746256032,0.002998578304824208,-0.019877470625981997,0.0010096090048927352,-0.010287551879725965,0.0005152078229002655,0.001439807121641934,0.0037342782597988844,0.015159147791564465,True,True,-0.20573881622467954,0.2004626787913224,0.9530954330505553,-0.19447584026600492,0.20255729693521546,0.8991970641687558,-0.2078501033885036,0.2017592025334647,0.9436846417078594,-0.19447661716371617,0.20255591191163178,0.8993761915723159,-0.20768732688092714,0.2027561026202832,0.9333629739060739,-0.19449077870316103,0.2025588284622301,0.8993420756502564
hdf5,25,demo_25,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379759308,0.013397196708149794,0.013198022613293482,0.05389836888167743,0.04430845013543505,0.034020898255769816,0.0024776011184400116,0.00973146962166444,0.0030093997136725024,0.019960621997381245,1.5880366435997937e-06,1.5016739981034344e-05,0.0024776643734663174,-0.009589918746242376,0.0029985783048069982,-0.01987747062590761,0.0010096090048438812,-0.010287551879665235,0.0005664764321409166,0.0012669175630435348,0.004357360769063234,0.015099105425179005,True,True,-0.19846125935688866,0.19183057051630203,0.9530954330504331,-0.18719828339824277,0.19392518866015163,0.8991970641687557,-0.20057254652070855,0.19312709425846203,0.9436846417077626,-0.18719906029595407,0.19392380363656786,0.8993761915723275,-0.20040977001314444,0.1941239943452333,0.9333629739060262,-0.18721322183539868,0.19392672018716633,0.8993420756502564
hdf5,26,demo_26,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379827037,0.01339719670824146,0.013198022613350983,0.05389836888182409,0.04430845013558826,0.0340208982558734,0.0024776011184616214,0.009731469621674023,0.003009399713687471,0.019960621997426195,1.5880366435484292e-06,1.5016739980643523e-05,0.002477664373487951,-0.009589918746235826,0.0029985783048219476,-0.01987747062595069,0.0010096090048754987,-0.010287551879714862,0.0005743484362028539,0.0012666744878515601,0.005719240289181471,0.015360509045422077,True,True,-0.20121587858289805,0.19805528168789335,0.9530954330505799,-0.18995290262418796,0.20014989983176817,0.8991970641687558,-0.20332716574674395,0.1993518054300523,0.9436846417079051,-0.1899536795218992,0.20014851480818444,0.8993761915723169,-0.2031643892391467,0.20034870551685033,0.9333629739061298,-0.18996784106134343,0.20015143135878338,0.8993420756502564
hdf5,27,demo_27,akita_black_bowl_1,glazed_rim_porcelain_ramekin_1,10,False,False,True,True,False,True,True,0.011456092379744522,0.013397196708130414,0.013198022613288138,0.05389836888166555,0.04430845013543672,0.034020898255766374,0.0024776011184398676,0.009731469621648298,0.0030093997136556166,0.01996062199737025,1.5880366436511582e-06,1.501673998093309e-05,0.0024776643734661487,-0.009589918746228832,0.002998578304789851,-0.019877470625899174,0.0010096090048047767,-0.010287551879670342,0.000627541565336287,0.0009397074463777244,0.003100010799244046,0.007884694263339043,True,True,-0.22013820062673578,0.1956670343963763,0.9530954330504211,-0.20887522466810104,0.19776165254020503,0.8991970641687556,-0.22224948779054932,0.19696355813854638,0.9436846417077672,-0.2088760015658124,0.19776026751662124,0.8993761915723305,-0.22208671128299734,0.19796045822528052,0.9333629739060227,-0.20889016310525682,0.1977631840672201,0.8993420756502564
